Code,_StartTime,_EndTime,StartTime,EndTime,Type,Change
AB33,Oct 2007,Dec 2018,"£220,000","£150,000",2 Bedrooms,-32%
AB33,Oct 2007,Dec 2018,"£295,000","£399,000",5+ Bedrooms,+35%
AB33,Oct 2007,Dec 2018,"£312,500","£300,000",4 Bedrooms,-4%
AB34,Oct 2007,Dec 2018,"£225,000","£235,000",3 Bedrooms,+4%
AB34,Oct 2007,Dec 2018,-,"£104,000",1 Bedroom,-
AB34,Oct 2007,Dec 2018,"£225,000","£325,000",All,+44%
AB34,Oct 2007,Dec 2018,"£115,000","£152,500",2 Bedrooms,+33%
AB34,Oct 2007,Dec 2018,"£375,000","£460,000",5+ Bedrooms,+23%
AB34,Oct 2007,Dec 2018,"£115,000","£344,500",4 Bedrooms,+200%
AB35,Oct 2007,Dec 2018,"£242,000","£187,500",3 Bedrooms,-23%
AB35,Oct 2007,Dec 2018,-,"£97,500",1 Bedroom,-
AB35,Oct 2007,Dec 2018,"£242,500","£215,000",All,-11%
AB35,Oct 2007,Dec 2018,"£186,500","£177,500",2 Bedrooms,-5%
AB35,Oct 2007,Dec 2018,-,"£525,000",5+ Bedrooms,-
AB35,Oct 2007,Dec 2018,-,"£332,500",4 Bedrooms,-
AB36,Oct 2007,Dec 2018,-,"£230,000",3 Bedrooms,-
AB36,Oct 2007,Dec 2018,-,-,1 Bedroom,-
AB36,Oct 2007,Dec 2018,"£195,000","£265,000",All,+36%
AB36,Oct 2007,Dec 2018,"£195,000","£150,000",2 Bedrooms,-23%
AB36,Oct 2007,Dec 2018,"£1,000,000","£580,000",5+ Bedrooms,-42%
AB36,Oct 2007,Dec 2018,"£95,000","£250,000",4 Bedrooms,+163%
AB37,Oct 2007,Dec 2018,"£145,000","£175,000",3 Bedrooms,+21%
AB37,Oct 2007,Dec 2018,-,-,1 Bedroom,-
AB37,Oct 2007,Dec 2018,"£205,000","£159,000",All,-22%
AB37,Oct 2007,Dec 2018,"£50,000","£95,000",2 Bedrooms,+90%
AB37,Oct 2007,Dec 2018,"£245,000","£350,000",5+ Bedrooms,+43%
AB37,Oct 2007,Dec 2018,"£275,000","£159,000",4 Bedrooms,-42%
AB38,Oct 2007,Dec 2018,"£129,000","£245,000",3 Bedrooms,+90%
AB38,Oct 2007,Dec 2018,"£115,000","£69,000",1 Bedroom,-40%
AB38,Oct 2007,Dec 2018,"£160,000","£245,000",All,+53%
AB38,Oct 2007,Dec 2018,"£320,000","£125,000",2 Bedrooms,-61%
AB38,Oct 2007,Dec 2018,-,"£375,000",5+ Bedrooms,-
AB38,Oct 2007,Dec 2018,"£310,000","£315,000",4 Bedrooms,+2%
AB39,Oct 2007,Dec 2018,"£205,000","£225,000",3 Bedrooms,+10%
AB39,Oct 2007,Dec 2018,"£59,000","£109,000",1 Bedroom,+85%
AB39,Oct 2007,Dec 2018,"£165,000","£230,000",All,+39%
AB39,Oct 2007,Dec 2018,"£160,000","£159,000",2 Bedrooms,-1%
AB39,Oct 2007,Dec 2018,"£230,000","£452,500",5+ Bedrooms,+97%
AB39,Oct 2007,Dec 2018,"£219,000","£315,000",4 Bedrooms,+44%
AB41,Oct 2007,Dec 2018,"£199,000","£210,000",3 Bedrooms,+6%
AB41,Oct 2007,Dec 2018,-,"£108,000",1 Bedroom,-
AB41,Oct 2007,Dec 2018,"£190,000","£224,500",All,+18%
AB41,Oct 2007,Dec 2018,"£180,000","£135,000",2 Bedrooms,-25%
AB41,Oct 2007,Dec 2018,-,"£418,000",5+ Bedrooms,-
AB41,Oct 2007,Dec 2018,"£265,000","£315,000",4 Bedrooms,+19%
AB42,Oct 2007,Dec 2018,"£245,000","£180,000",3 Bedrooms,-27%
AB42,Oct 2007,Dec 2018,-,"£67,250",1 Bedroom,-
AB42,Oct 2007,Dec 2018,"£212,500","£183,500",All,-14%
AB42,Oct 2007,Dec 2018,"£189,000","£103,750",2 Bedrooms,-45%
AB42,Oct 2007,Dec 2018,"£195,000","£279,999",5+ Bedrooms,+44%
AB42,Oct 2007,Dec 2018,"£249,500","£259,500",4 Bedrooms,+4%
AB43,Oct 2007,Dec 2018,"£230,000","£127,500",3 Bedrooms,-45%
AB43,Oct 2007,Dec 2018,-,"£35,000",1 Bedroom,-
AB43,Oct 2007,Dec 2018,"£230,000","£140,000",All,-39%
AB43,Oct 2007,Dec 2018,"£185,000","£89,000",2 Bedrooms,-52%
AB43,Oct 2007,Dec 2018,"£395,000","£292,498",5+ Bedrooms,-26%
AB43,Oct 2007,Dec 2018,"£244,750","£207,500",4 Bedrooms,-15%
AB44,Oct 2007,Dec 2018,"£105,000","£125,000",3 Bedrooms,+19%
AB44,Oct 2007,Dec 2018,-,"£59,995",1 Bedroom,-
AB44,Oct 2007,Dec 2018,"£160,000","£112,500",All,-30%
AB44,Oct 2007,Dec 2018,"£172,500","£74,000",2 Bedrooms,-57%
AB44,Oct 2007,Dec 2018,-,"£247,500",5+ Bedrooms,-
AB44,Oct 2007,Dec 2018,"£195,000","£189,000",4 Bedrooms,-3%
AB45,Oct 2007,Dec 2018,"£195,000","£142,500",3 Bedrooms,-27%
AB45,Oct 2007,Dec 2018,-,"£60,000",1 Bedroom,-
AB45,Oct 2007,Dec 2018,"£192,500","£150,000",All,-22%
AB45,Oct 2007,Dec 2018,"£147,000","£95,000",2 Bedrooms,-35%
AB45,Oct 2007,Dec 2018,"£275,000","£260,000",5+ Bedrooms,-5%
AB45,Oct 2007,Dec 2018,"£262,475","£250,000",4 Bedrooms,-5%
AB51,Oct 2007,Dec 2018,"£257,500","£215,000",3 Bedrooms,-17%
AB51,Oct 2007,Dec 2018,-,"£110,000",1 Bedroom,-
AB51,Oct 2007,Dec 2018,"£235,000","£245,000",All,+4%
AB51,Oct 2007,Dec 2018,"£177,500","£139,000",2 Bedrooms,-22%
AB51,Oct 2007,Dec 2018,"£567,500","£399,000",5+ Bedrooms,-30%
AB51,Oct 2007,Dec 2018,"£298,000","£306,998",4 Bedrooms,+3%
AB52,Oct 2007,Dec 2018,"£270,000","£239,995",3 Bedrooms,-11%
AB52,Oct 2007,Dec 2018,-,"£104,000",1 Bedroom,-
AB52,Oct 2007,Dec 2018,"£245,000","£271,250",All,+11%
AB52,Oct 2007,Dec 2018,"£172,500","£150,000",2 Bedrooms,-13%
AB52,Oct 2007,Dec 2018,"£230,000","£320,000",5+ Bedrooms,+39%
AB52,Oct 2007,Dec 2018,"£299,000","£297,000",4 Bedrooms,-1%
AB53,Oct 2007,Dec 2018,"£245,000","£175,000",3 Bedrooms,-29%
AB53,Oct 2007,Dec 2018,-,"£86,000",1 Bedroom,-
AB53,Oct 2007,Dec 2018,"£220,000","£187,500",All,-15%
AB53,Oct 2007,Dec 2018,"£195,000","£100,000",2 Bedrooms,-49%
AB53,Oct 2007,Dec 2018,"£485,000","£375,000",5+ Bedrooms,-23%
AB53,Oct 2007,Dec 2018,"£295,000","£272,500",4 Bedrooms,-8%
AB54,Oct 2007,Dec 2018,"£161,000","£175,000",3 Bedrooms,+9%
AB54,Oct 2007,Dec 2018,-,"£80,000",1 Bedroom,-
AB54,Oct 2007,Dec 2018,"£187,500","£185,000",All,-1%
AB54,Oct 2007,Dec 2018,"£197,500","£105,000",2 Bedrooms,-47%
AB54,Oct 2007,Dec 2018,"£957,500","£375,000",5+ Bedrooms,-61%
AB54,Oct 2007,Dec 2018,"£250,000","£260,000",4 Bedrooms,+4%
AB55,Oct 2007,Dec 2018,"£130,000","£147,498",3 Bedrooms,+13%
AB55,Oct 2007,Dec 2018,"£95,000","£67,000",1 Bedroom,-29%
AB55,Oct 2007,Dec 2018,"£186,250","£160,000",All,-14%
AB55,Oct 2007,Dec 2018,"£75,000","£97,375",2 Bedrooms,+30%
AB55,Oct 2007,Dec 2018,"£335,000","£330,000",5+ Bedrooms,-1%
AB55,Oct 2007,Dec 2018,"£187,500","£230,000",4 Bedrooms,+23%
AB56,Oct 2007,Dec 2018,"£145,000","£173,973",3 Bedrooms,+20%
AB56,Oct 2007,Dec 2018,"£80,000","£162,500",1 Bedroom,+103%
AB56,Oct 2007,Dec 2018,"£140,500","£192,475",All,+37%
AB56,Oct 2007,Dec 2018,"£130,000","£87,498",2 Bedrooms,-33%
AB56,Oct 2007,Dec 2018,"£175,000","£300,000",5+ Bedrooms,+71%
AB56,Oct 2007,Dec 2018,"£189,000","£255,000",4 Bedrooms,+35%
AL1,Sep 2006,Dec 2018,"£312,000","£550,000",3 Bedrooms,+76%
AL1,Sep 2006,Dec 2018,"£164,975","£275,000",1 Bedroom,+67%
AL1,Sep 2006,Dec 2018,"£279,950","£410,000",All,+46%
AL1,Sep 2006,Dec 2018,"£249,950","£415,000",2 Bedrooms,+66%
AL1,Sep 2006,Dec 2018,"£875,000","£1,175,000",5+ Bedrooms,+34%
AL1,Sep 2006,Dec 2018,"£550,000","£800,000",4 Bedrooms,+45%
AL2,Sep 2006,Dec 2018,"£339,475","£482,500",3 Bedrooms,+42%
AL2,Sep 2006,Dec 2018,"£163,725","£250,000",1 Bedroom,+53%
AL2,Sep 2006,Dec 2018,"£424,975","£500,000",All,+18%
AL2,Sep 2006,Dec 2018,"£250,000","£350,000",2 Bedrooms,+40%
AL2,Sep 2006,Dec 2018,"£644,975","£850,000",5+ Bedrooms,+32%
AL2,Sep 2006,Dec 2018,"£475,000","£650,000",4 Bedrooms,+37%
AL10,Sep 2006,Dec 2018,"£229,950","£340,000",3 Bedrooms,+48%
AL10,Sep 2006,Dec 2018,"£130,225","£195,000",1 Bedroom,+50%
AL10,Sep 2006,Dec 2018,"£229,950","£295,000",All,+28%
AL10,Sep 2006,Dec 2018,"£188,725","£255,000",2 Bedrooms,+35%
AL10,Sep 2006,Dec 2018,"£357,500","£424,975",5+ Bedrooms,+19%
AL10,Sep 2006,Dec 2018,"£241,975","£497,500",4 Bedrooms,+106%
AL3,Sep 2006,Dec 2018,"£310,000","£537,500",3 Bedrooms,+73%
AL3,Sep 2006,Dec 2018,"£169,950","£227,475",1 Bedroom,+34%
AL3,Sep 2006,Dec 2018,"£310,000","£525,000",All,+69%
AL3,Sep 2006,Dec 2018,"£237,475","£425,000",2 Bedrooms,+79%
AL3,Sep 2006,Dec 2018,"£680,000","£945,000",5+ Bedrooms,+39%
AL3,Sep 2006,Dec 2018,"£550,000","£735,000",4 Bedrooms,+34%
AL4,Sep 2006,Dec 2018,"£304,950","£550,000",3 Bedrooms,+80%
AL4,Sep 2006,Dec 2018,"£148,950","£240,000",1 Bedroom,+61%
AL4,Sep 2006,Dec 2018,"£309,950","£600,000",All,+94%
AL4,Sep 2006,Dec 2018,"£229,950","£360,000",2 Bedrooms,+57%
AL4,Sep 2006,Dec 2018,"£499,950","£880,500",5+ Bedrooms,+76%
AL4,Sep 2006,Dec 2018,"£459,975","£750,000",4 Bedrooms,+63%
AL5,Sep 2006,Dec 2018,"£357,475","£650,000",3 Bedrooms,+82%
AL5,Sep 2006,Dec 2018,"£167,475","£239,750",1 Bedroom,+43%
AL5,Sep 2006,Dec 2018,"£342,500","£662,500",All,+93%
AL5,Sep 2006,Dec 2018,"£249,950","£450,000",2 Bedrooms,+80%
AL5,Sep 2006,Dec 2018,"£820,000","£1,395,000",5+ Bedrooms,+70%
AL5,Sep 2006,Dec 2018,"£575,000","£885,000",4 Bedrooms,+54%
AL6,Sep 2006,Dec 2018,"£297,475","£575,000",3 Bedrooms,+93%
AL6,Sep 2006,Dec 2018,"£140,000","£290,000",1 Bedroom,+107%
AL6,Sep 2006,Dec 2018,"£450,000","£700,000",All,+56%
AL6,Sep 2006,Dec 2018,"£232,500","£350,000",2 Bedrooms,+51%
AL6,Sep 2006,Dec 2018,"£799,000","£1,100,000",5+ Bedrooms,+38%
AL6,Sep 2006,Dec 2018,"£507,498","£896,000",4 Bedrooms,+77%
AL7,Sep 2006,Dec 2018,"£222,475","£360,000",3 Bedrooms,+62%
AL7,Sep 2006,Dec 2018,"£129,950","£210,000",1 Bedroom,+62%
AL7,Sep 2006,Dec 2018,"£199,995","£345,000",All,+73%
AL7,Sep 2006,Dec 2018,"£171,000","£260,000",2 Bedrooms,+52%
AL7,Sep 2006,Dec 2018,"£350,000","£700,000",5+ Bedrooms,+100%
AL7,Sep 2006,Dec 2018,"£315,995","£532,495",4 Bedrooms,+69%
AL8,Sep 2006,Dec 2018,"£307,475","£550,000",3 Bedrooms,+79%
AL8,Sep 2006,Dec 2018,"£140,000","£215,000",1 Bedroom,+54%
AL8,Sep 2006,Dec 2018,"£317,500","£525,000",All,+65%
AL8,Sep 2006,Dec 2018,"£207,500","£275,000",2 Bedrooms,+33%
AL8,Sep 2006,Dec 2018,"£514,998","£1,150,000",5+ Bedrooms,+123%
AL8,Sep 2006,Dec 2018,"£550,000","£780,000",4 Bedrooms,+42%
AL9,Sep 2006,Dec 2018,"£399,950","£512,500",3 Bedrooms,+28%
AL9,Sep 2006,Dec 2018,"£150,000","£245,000",1 Bedroom,+63%
AL9,Sep 2006,Dec 2018,"£642,475","£652,500",All,+2%
AL9,Sep 2006,Dec 2018,"£295,000","£425,000",2 Bedrooms,+44%
AL9,Sep 2006,Dec 2018,"£865,000","£1,645,000",5+ Bedrooms,+90%
AL9,Sep 2006,Dec 2018,"£647,475","£799,000",4 Bedrooms,+23%
B1,Sep 2006,Dec 2018,"£276,975","£475,000",3 Bedrooms,+71%
B1,Sep 2006,Dec 2018,"£139,950","£190,000",1 Bedroom,+36%
B1,Sep 2006,Dec 2018,"£169,950","£210,000",All,+24%
B1,Sep 2006,Dec 2018,"£190,000","£250,000",2 Bedrooms,+32%
B1,Sep 2006,Dec 2018,-,"£4,500,000",5+ Bedrooms,-
B1,Sep 2006,Dec 2018,-,-,4 Bedrooms,-
B10,Sep 2006,Dec 2018,"£134,975","£155,000",3 Bedrooms,+15%
B10,Sep 2006,Dec 2018,"£86,950","£70,000",1 Bedroom,-19%
B10,Sep 2006,Dec 2018,"£129,950","£157,500",All,+21%
B10,Sep 2006,Dec 2018,"£109,950","£149,998",2 Bedrooms,+36%
B10,Sep 2006,Dec 2018,-,"£300,000",5+ Bedrooms,-
B10,Sep 2006,Dec 2018,"£207,500","£290,000",4 Bedrooms,+40%
B11,Sep 2006,Dec 2018,"£145,000","£160,000",3 Bedrooms,+10%
B11,Sep 2006,Dec 2018,"£78,950","£65,000",1 Bedroom,-18%
B11,Sep 2006,Dec 2018,"£137,950","£170,000",All,+23%
B11,Sep 2006,Dec 2018,"£115,500","£125,000",2 Bedrooms,+8%
B11,Sep 2006,Dec 2018,"£279,000","£360,000",5+ Bedrooms,+29%
B11,Sep 2006,Dec 2018,"£177,950","£250,000",4 Bedrooms,+40%
B12,Sep 2006,Dec 2018,"£132,475","£180,000",3 Bedrooms,+36%
B12,Sep 2006,Dec 2018,"£136,500","£164,995",1 Bedroom,+21%
B12,Sep 2006,Dec 2018,"£144,975","£183,096",All,+26%
B12,Sep 2006,Dec 2018,"£145,000","£228,290",2 Bedrooms,+57%
B12,Sep 2006,Dec 2018,"£375,000","£399,950",5+ Bedrooms,+7%
B12,Sep 2006,Dec 2018,"£189,975","£230,000",4 Bedrooms,+21%
B13,Sep 2006,Dec 2018,"£179,950","£227,500",3 Bedrooms,+26%
B13,Sep 2006,Dec 2018,"£107,500","£122,475",1 Bedroom,+14%
B13,Sep 2006,Dec 2018,"£185,000","£249,950",All,+35%
B13,Sep 2006,Dec 2018,"£134,975","£199,950",2 Bedrooms,+48%
B13,Sep 2006,Dec 2018,"£492,500","£595,000",5+ Bedrooms,+21%
B13,Sep 2006,Dec 2018,"£345,000","£439,950",4 Bedrooms,+28%
B14,Sep 2006,Dec 2018,"£144,975","£227,475",3 Bedrooms,+57%
B14,Sep 2006,Dec 2018,"£115,000","£107,475",1 Bedroom,-7%
B14,Sep 2006,Dec 2018,"£144,950","£210,000",All,+45%
B14,Sep 2006,Dec 2018,"£122,950","£130,000",2 Bedrooms,+6%
B14,Sep 2006,Dec 2018,"£289,950","£500,000",5+ Bedrooms,+72%
B14,Sep 2006,Dec 2018,"£215,000","£325,000",4 Bedrooms,+51%
B15,Sep 2006,Dec 2018,"£246,250","£337,500",3 Bedrooms,+37%
B15,Sep 2006,Dec 2018,"£109,975","£184,950",1 Bedroom,+68%
B15,Sep 2006,Dec 2018,"£184,000","£265,000",All,+44%
B15,Sep 2006,Dec 2018,"£155,000","£265,000",2 Bedrooms,+71%
B15,Sep 2006,Dec 2018,"£797,500","£1,500,000",5+ Bedrooms,+88%
B15,Sep 2006,Dec 2018,"£369,950","£710,000",4 Bedrooms,+92%
B16,Sep 2006,Dec 2018,"£189,950","£224,975",3 Bedrooms,+18%
B16,Sep 2006,Dec 2018,"£122,950","£149,950",1 Bedroom,+22%
B16,Sep 2006,Dec 2018,"£155,000","£184,950",All,+19%
B16,Sep 2006,Dec 2018,"£168,000","£219,975",2 Bedrooms,+31%
B16,Sep 2006,Dec 2018,"£357,475","£372,725",5+ Bedrooms,+4%
B16,Sep 2006,Dec 2018,"£280,000","£315,000",4 Bedrooms,+13%
B17,Sep 2006,Dec 2018,"£227,500","£310,000",3 Bedrooms,+36%
B17,Sep 2006,Dec 2018,"£124,999","£183,000",1 Bedroom,+46%
B17,Sep 2006,Dec 2018,"£219,950","£250,000",All,+14%
B17,Sep 2006,Dec 2018,"£184,975","£229,950",2 Bedrooms,+24%
B17,Sep 2006,Dec 2018,"£499,500","£625,000",5+ Bedrooms,+25%
B17,Sep 2006,Dec 2018,"£405,000","£549,975",4 Bedrooms,+36%
B18,Sep 2006,Dec 2018,"£124,950","£174,950",3 Bedrooms,+40%
B18,Sep 2006,Dec 2018,"£149,950","£162,500",1 Bedroom,+8%
B18,Sep 2006,Dec 2018,"£159,950","£181,250",All,+13%
B18,Sep 2006,Dec 2018,"£174,950","£184,950",2 Bedrooms,+6%
B18,Sep 2006,Dec 2018,"£229,950","£330,000",5+ Bedrooms,+44%
B18,Sep 2006,Dec 2018,"£185,000","£240,000",4 Bedrooms,+30%
B19,Sep 2006,Dec 2018,"£117,975","£99,950",3 Bedrooms,-15%
B19,Sep 2006,Dec 2018,-,"£89,975",1 Bedroom,-
B19,Sep 2006,Dec 2018,"£122,000","£117,450",All,-4%
B19,Sep 2006,Dec 2018,"£89,950","£132,475",2 Bedrooms,+47%
B19,Sep 2006,Dec 2018,"£199,998",-,5+ Bedrooms,-
B19,Sep 2006,Dec 2018,"£125,975","£160,000",4 Bedrooms,+27%
B2,Sep 2006,Dec 2018,-,-,3 Bedrooms,-
B2,Sep 2006,Dec 2018,"£174,250","£162,250",1 Bedroom,-7%
B2,Sep 2006,Dec 2018,"£189,000","£180,000",All,-5%
B2,Sep 2006,Dec 2018,"£294,950","£292,475",2 Bedrooms,-1%
B2,Sep 2006,Dec 2018,-,-,5+ Bedrooms,-
B2,Sep 2006,Dec 2018,-,-,4 Bedrooms,-
B20,Sep 2006,Dec 2018,"£172,000","£210,000",3 Bedrooms,+22%
B20,Sep 2006,Dec 2018,"£74,950","£79,950",1 Bedroom,+7%
B20,Sep 2006,Dec 2018,"£174,975","£229,950",All,+31%
B20,Sep 2006,Dec 2018,"£105,950","£114,975",2 Bedrooms,+9%
B20,Sep 2006,Dec 2018,"£249,950","£365,000",5+ Bedrooms,+46%
B20,Sep 2006,Dec 2018,"£245,000","£260,000",4 Bedrooms,+6%
B21,Sep 2006,Dec 2018,"£126,950","£132,475",3 Bedrooms,+4%
B21,Sep 2006,Dec 2018,-,"£84,950",1 Bedroom,-
B21,Sep 2006,Dec 2018,"£124,950","£134,950",All,+8%
B21,Sep 2006,Dec 2018,"£99,950","£112,000",2 Bedrooms,+12%
B21,Sep 2006,Dec 2018,"£219,950","£322,500",5+ Bedrooms,+47%
B21,Sep 2006,Dec 2018,"£215,000","£204,975",4 Bedrooms,-5%
B23,Sep 2006,Dec 2018,"£134,950","£170,000",3 Bedrooms,+26%
B23,Sep 2006,Dec 2018,"£104,973","£80,000",1 Bedroom,-24%
B23,Sep 2006,Dec 2018,"£124,995","£150,000",All,+20%
B23,Sep 2006,Dec 2018,"£112,248","£121,475",2 Bedrooms,+8%
B23,Sep 2006,Dec 2018,"£302,475","£340,000",5+ Bedrooms,+12%
B23,Sep 2006,Dec 2018,"£179,950","£255,000",4 Bedrooms,+42%
B24,Sep 2006,Dec 2018,"£152,950","£205,000",3 Bedrooms,+34%
B24,Sep 2006,Dec 2018,"£112,450","£80,000",1 Bedroom,-29%
B24,Sep 2006,Dec 2018,"£149,998","£205,000",All,+37%
B24,Sep 2006,Dec 2018,"£129,975","£120,000",2 Bedrooms,-8%
B24,Sep 2006,Dec 2018,"£249,995","£375,000",5+ Bedrooms,+50%
B24,Sep 2006,Dec 2018,"£214,950","£319,950",4 Bedrooms,+49%
B25,Sep 2006,Dec 2018,"£125,950","£190,000",3 Bedrooms,+51%
B25,Sep 2006,Dec 2018,"£94,725","£98,000",1 Bedroom,+3%
B25,Sep 2006,Dec 2018,"£124,950","£184,975",All,+48%
B25,Sep 2006,Dec 2018,"£119,950","£135,000",2 Bedrooms,+13%
B25,Sep 2006,Dec 2018,"£269,950","£345,000",5+ Bedrooms,+28%
B25,Sep 2006,Dec 2018,"£183,450","£320,000",4 Bedrooms,+74%
B26,Sep 2006,Dec 2018,"£154,950","£200,000",3 Bedrooms,+29%
B26,Sep 2006,Dec 2018,"£93,725","£123,000",1 Bedroom,+31%
B26,Sep 2006,Dec 2018,"£149,950","£200,000",All,+33%
B26,Sep 2006,Dec 2018,"£122,500","£160,000",2 Bedrooms,+31%
B26,Sep 2006,Dec 2018,"£252,475","£485,000",5+ Bedrooms,+92%
B26,Sep 2006,Dec 2018,"£207,450","£260,000",4 Bedrooms,+25%
B27,Sep 2006,Dec 2018,"£147,950","£212,500",3 Bedrooms,+44%
B27,Sep 2006,Dec 2018,"£99,450","£68,000",1 Bedroom,-32%
B27,Sep 2006,Dec 2018,"£139,950","£222,475",All,+59%
B27,Sep 2006,Dec 2018,"£125,000","£149,950",2 Bedrooms,+20%
B27,Sep 2006,Dec 2018,"£305,000","£395,000",5+ Bedrooms,+30%
B27,Sep 2006,Dec 2018,"£257,475","£280,000",4 Bedrooms,+9%
B28,Sep 2006,Dec 2018,"£189,950","£270,000",3 Bedrooms,+42%
B28,Sep 2006,Dec 2018,"£116,975","£77,475",1 Bedroom,-34%
B28,Sep 2006,Dec 2018,"£199,950","£274,950",All,+38%
B28,Sep 2006,Dec 2018,"£134,950","£185,000",2 Bedrooms,+37%
B28,Sep 2006,Dec 2018,"£299,950","£450,000",5+ Bedrooms,+50%
B28,Sep 2006,Dec 2018,"£289,950","£350,000",4 Bedrooms,+21%
B29,Sep 2006,Dec 2018,"£157,500","£200,000",3 Bedrooms,+27%
B29,Sep 2006,Dec 2018,"£136,000","£95,000",1 Bedroom,-30%
B29,Sep 2006,Dec 2018,"£150,000","£190,000",All,+27%
B29,Sep 2006,Dec 2018,"£135,000","£162,500",2 Bedrooms,+20%
B29,Sep 2006,Dec 2018,"£254,975","£410,000",5+ Bedrooms,+61%
B29,Sep 2006,Dec 2018,"£239,950","£350,000",4 Bedrooms,+46%
B3,Sep 2006,Dec 2018,"£345,000","£545,000",3 Bedrooms,+58%
B3,Sep 2006,Dec 2018,"£146,000","£170,000",1 Bedroom,+16%
B3,Sep 2006,Dec 2018,"£167,500","£260,000",All,+55%
B3,Sep 2006,Dec 2018,"£187,450","£298,000",2 Bedrooms,+59%
B3,Sep 2006,Dec 2018,-,-,5+ Bedrooms,-
B3,Sep 2006,Dec 2018,"£450,000",-,4 Bedrooms,-
B30,Sep 2006,Dec 2018,"£149,950","£270,000",3 Bedrooms,+80%
B30,Sep 2006,Dec 2018,"£99,950","£99,975",1 Bedroom,+0%
B30,Sep 2006,Dec 2018,"£149,950","£249,950",All,+67%
B30,Sep 2006,Dec 2018,"£137,950","£184,975",2 Bedrooms,+34%
B30,Sep 2006,Dec 2018,"£332,475","£380,000",5+ Bedrooms,+14%
B30,Sep 2006,Dec 2018,"£249,950","£325,000",4 Bedrooms,+30%
B31,Sep 2006,Dec 2018,"£147,500","£185,000",3 Bedrooms,+25%
B31,Sep 2006,Dec 2018,"£106,450","£134,998",1 Bedroom,+27%
B31,Sep 2006,Dec 2018,"£145,000","£180,000",All,+24%
B31,Sep 2006,Dec 2018,"£119,950","£150,000",2 Bedrooms,+25%
B31,Sep 2006,Dec 2018,"£340,000","£350,000",5+ Bedrooms,+3%
B31,Sep 2006,Dec 2018,"£245,000","£300,000",4 Bedrooms,+22%
B32,Sep 2006,Dec 2018,"£152,950","£209,950",3 Bedrooms,+37%
B32,Sep 2006,Dec 2018,"£79,950","£77,500",1 Bedroom,-3%
B32,Sep 2006,Dec 2018,"£139,950","£195,000",All,+39%
B32,Sep 2006,Dec 2018,"£119,950","£149,975",2 Bedrooms,+25%
B32,Sep 2006,Dec 2018,"£325,000","£360,000",5+ Bedrooms,+11%
B32,Sep 2006,Dec 2018,"£146,950","£365,000",4 Bedrooms,+148%
B33,Sep 2006,Dec 2018,"£132,725","£164,950",3 Bedrooms,+24%
B33,Sep 2006,Dec 2018,"£87,500","£90,000",1 Bedroom,+3%
B33,Sep 2006,Dec 2018,"£124,950","£149,975",All,+20%
B33,Sep 2006,Dec 2018,"£104,950","£125,000",2 Bedrooms,+19%
B33,Sep 2006,Dec 2018,"£249,950","£335,000",5+ Bedrooms,+34%
B33,Sep 2006,Dec 2018,"£179,950","£277,473",4 Bedrooms,+54%
B34,Sep 2006,Dec 2018,"£155,450","£180,000",3 Bedrooms,+16%
B34,Sep 2006,Dec 2018,"£87,950","£120,000",1 Bedroom,+36%
B34,Sep 2006,Dec 2018,"£139,950","£177,500",All,+27%
B34,Sep 2006,Dec 2018,"£115,000","£142,500",2 Bedrooms,+24%
B34,Sep 2006,Dec 2018,"£147,950","£269,950",5+ Bedrooms,+82%
B34,Sep 2006,Dec 2018,"£157,450","£222,500",4 Bedrooms,+41%
B35,Sep 2006,Dec 2018,"£122,000","£147,500",3 Bedrooms,+21%
B35,Sep 2006,Dec 2018,"£81,973","£92,500",1 Bedroom,+13%
B35,Sep 2006,Dec 2018,"£119,950","£140,000",All,+17%
B35,Sep 2006,Dec 2018,"£117,473","£107,500",2 Bedrooms,-8%
B35,Sep 2006,Dec 2018,-,-,5+ Bedrooms,-
B35,Sep 2006,Dec 2018,-,"£170,000",4 Bedrooms,-
B36,Sep 2006,Dec 2018,"£149,950","£190,000",3 Bedrooms,+27%
B36,Sep 2006,Dec 2018,"£74,950","£149,950",1 Bedroom,+100%
B36,Sep 2006,Dec 2018,"£157,950","£217,475",All,+38%
B36,Sep 2006,Dec 2018,"£129,950","£128,750",2 Bedrooms,-1%
B36,Sep 2006,Dec 2018,"£410,000","£500,000",5+ Bedrooms,+22%
B36,Sep 2006,Dec 2018,"£239,950","£315,000",4 Bedrooms,+31%
B37,Sep 2006,Dec 2018,"£125,000","£160,000",3 Bedrooms,+28%
B37,Sep 2006,Dec 2018,"£67,475","£75,000",1 Bedroom,+11%
B37,Sep 2006,Dec 2018,"£124,998","£180,000",All,+44%
B37,Sep 2006,Dec 2018,"£129,950","£140,000",2 Bedrooms,+8%
B37,Sep 2006,Dec 2018,"£395,000","£400,000",5+ Bedrooms,+1%
B37,Sep 2006,Dec 2018,"£239,990","£300,000",4 Bedrooms,+25%
B38,Sep 2006,Dec 2018,"£132,500","£209,975",3 Bedrooms,+58%
B38,Sep 2006,Dec 2018,"£79,950","£57,500",1 Bedroom,-28%
B38,Sep 2006,Dec 2018,"£129,950","£200,000",All,+54%
B38,Sep 2006,Dec 2018,"£105,000","£122,500",2 Bedrooms,+17%
B38,Sep 2006,Dec 2018,"£480,000","£625,000",5+ Bedrooms,+30%
